winner,turns,largest_army,longest_road,points_0,points_1,points_2,points_3,smart,trial
1.0,154,,1.0,5,11,9,4,1,1017
3.0,80,,3.0,3,2,3,10,3,1018
3.0,128,2.0,3.0,2,4,5,10,3,1019
3.0,136,3.0,0.0,7,5,4,10,3,1020
3.0,80,,3.0,4,2,5,10,3,1021
1.0,118,,1.0,5,10,4,2,1,1022
2.0,79,,2.0,3,7,10,3,3,1023
0.0,85,,0.0,10,3,2,4,0,1024
2.0,99,,3.0,2,4,10,4,2,1025
1.0,90,,1.0,3,10,4,5,3,1026
1.0,138,,1.0,4,10,7,5,2,1027
0.0,169,2.0,0.0,10,9,8,6,0,1028
3.0,120,3.0,3.0,2,8,4,10,2,1029
1.0,78,,1.0,2,10,2,5,1,1030
3.0,164,,3.0,6,7,5,10,3,1031
,200,,1.0,5,4,2,5,0,1032
0.0,157,1.0,0.0,11,5,4,4,3,1033
3.0,116,,3.0,6,2,2,10,0,1034
1.0,150,,0.0,6,10,6,2,0,1035
1.0,138,0.0,1.0,9,10,2,5,1,1036
2.0,127,,2.0,7,4,10,3,2,1037
1.0,98,,1.0,5,10,3,2,1,1038
2.0,99,2.0,2.0,4,4,10,2,2,1039
0.0,117,,0.0,10,4,3,3,2,1040
1.0,90,,1.0,2,10,3,4,2,1041
1.0,110,1.0,1.0,4,10,2,2,0,1042
1.0,166,,1.0,6,11,6,4,0,1043
0.0,121,0.0,2.0,10,6,7,4,2,1044
0.0,157,,0.0,11,8,5,3,2,1045
1.0,138,2.0,1.0,2,11,5,4,1,1046
2.0,143,2.0,2.0,2,5,10,7,3,1047
,200,0.0,1.0,5,6,2,2,1,1048
3.0,112,1.0,3.0,2,6,7,10,2,1049
0.0,89,,0.0,11,4,5,6,2,1050
2.0,95,0.0,3.0,6,3,10,5,2,1051
1.0,94,1.0,1.0,3,10,3,2,1,1052
3.0,192,,2.0,3,8,9,10,2,1053
3.0,120,,3.0,5,3,3,10,3,1054
2.0,47,,2.0,2,3,10,3,3,1055
1.0,178,,1.0,5,10,3,7,1,1056
3.0,144,,3.0,2,3,3,10,3,1057
,200,,2.0,2,6,6,4,2,1058
0.0,133,3.0,0.0,10,2,5,8,0,1059
0.0,129,,0.0,12,2,2,4,0,1060
1.0,170,,1.0,6,10,4,4,1,1061
3.0,100,0.0,3.0,5,4,3,10,3,1062
3.0,180,2.0,0.0,7,5,7,10,0,1063
1.0,150,2.0,1.0,5,10,7,6,1,1064
0.0,121,1.0,3.0,11,8,3,8,3,1065
1.0,98,1.0,1.0,4,10,2,4,3,1066
1.0,90,,1.0,2,10,4,2,1,1067
3.0,92,,3.0,3,4,2,10,3,1068
0.0,53,,0.0,10,2,3,4,0,1069
0.0,73,,0.0,10,4,2,4,0,1070
2.0,187,2.0,0.0,6,7,10,5,1,1071
0.0,141,,0.0,10,3,4,7,0,1072
0.0,117,0.0,0.0,10,2,4,2,0,1073
1.0,62,,1.0,2,10,2,2,1,1074
1.0,166,,1.0,4,10,3,6,1,1075
0.0,93,,0.0,10,3,3,2,0,1076
1.0,114,,1.0,5,10,4,7,2,1077
2.0,191,0.0,1.0,8,9,10,6,2,1078
2.0,83,,2.0,7,4,10,2,2,1079
3.0,148,3.0,3.0,4,4,5,10,2,1080
3.0,76,3.0,2.0,2,2,6,10,2,1081
0.0,113,,1.0,10,8,5,3,0,1082
0.0,173,,2.0,10,4,5,2,0,1083
0.0,173,3.0,0.0,11,7,2,9,1,1084
1.0,110,1.0,1.0,2,10,2,3,1,1085
1.0,174,,0.0,9,10,4,4,0,1086
0.0,161,,0.0,10,7,2,3,1,1087
2.0,87,,2.0,3,2,10,2,2,1088
2.0,123,2.0,2.0,7,8,10,4,0,1089
2.0,127,2.0,3.0,5,7,11,5,1,1090
3.0,96,,3.0,2,3,2,10,3,1091
2.0,79,,2.0,2,3,10,4,3,1092
2.0,127,,2.0,7,4,10,5,2,1093
0.0,77,0.0,1.0,10,5,4,2,0,1094
0.0,57,,0.0,11,3,2,4,1,1095
1.0,186,2.0,1.0,4,10,9,3,1,1096
0.0,161,1.0,0.0,10,7,4,3,2,1097
1.0,154,1.0,1.0,7,10,5,4,0,1098
0.0,125,,0.0,10,6,4,6,2,1099
0.0,137,,3.0,10,2,4,9,3,1100
3.0,84,,0.0,6,6,3,11,3,1101
,200,3.0,0.0,9,5,7,9,1,1102
0.0,113,,0.0,11,2,6,3,0,1103
1.0,142,,1.0,9,10,5,2,1,1104
3.0,132,,0.0,6,3,6,10,0,1105
1.0,122,1.0,1.0,2,10,3,4,2,1106
2.0,83,2.0,2.0,3,4,10,2,2,1107
1.0,86,1.0,0.0,6,10,3,2,1,1108
3.0,132,,0.0,5,2,2,10,3,1109
3.0,116,3.0,0.0,7,4,2,10,2,1110
3.0,104,,3.0,4,4,3,10,0,1111
2.0,107,0.0,2.0,7,2,10,8,0,1112
3.0,168,3.0,0.0,6,9,5,10,0,1113
1.0,138,,2.0,9,10,9,4,0,1114
3.0,140,3.0,3.0,6,5,8,10,2,1115
1.0,70,,1.0,3,10,4,2,2,1116
1.0,98,1.0,1.0,5,10,4,6,0,1117
3.0,140,0.0,3.0,6,4,2,10,3,1118
3.0,112,,1.0,2,9,5,10,1,1119
0.0,81,,0.0,10,4,3,3,0,1120
2.0,111,,2.0,2,3,10,3,2,1121
3.0,136,1.0,3.0,5,7,2,10,3,1122
2.0,171,,0.0,9,8,10,3,2,1123
1.0,190,2.0,0.0,9,10,9,2,1,1124
3.0,124,3.0,3.0,3,2,4,10,0,1125
,200,0.0,1.0,8,5,2,4,1,1126
,200,,3.0,4,4,4,7,2,1127
,200,3.0,1.0,5,8,3,7,1,1128
1.0,134,1.0,3.0,8,10,2,7,1,1129
0.0,73,,0.0,11,3,3,2,0,1130
3.0,164,,3.0,7,3,3,10,3,1131
3.0,128,,3.0,4,4,2,10,3,1132
2.0,75,,2.0,2,2,10,4,2,1133
2.0,95,,2.0,3,2,10,4,0,1134
0.0,117,,0.0,10,5,4,5,0,1135
0.0,181,2.0,0.0,10,3,8,5,2,1136
3.0,120,3.0,2.0,2,4,7,10,2,1137
,200,2.0,2.0,4,4,6,3,1,1138
0.0,137,,0.0,10,3,2,3,0,1139
,200,2.0,3.0,4,3,8,9,0,1140
,200,3.0,2.0,4,2,7,9,2,1141
1.0,110,1.0,1.0,3,10,3,2,1,1142
1.0,122,1.0,1.0,4,10,7,6,3,1143
2.0,103,,2.0,4,4,10,2,2,1144
2.0,147,0.0,3.0,6,6,10,9,1,1145
1.0,162,1.0,1.0,4,10,4,3,3,1146
1.0,170,1.0,2.0,3,10,8,8,2,1147
3.0,176,3.0,0.0,8,4,8,10,3,1148
3.0,192,,2.0,4,3,4,10,3,1149
1.0,138,,1.0,8,10,7,5,1,1150
3.0,116,3.0,3.0,5,4,3,10,2,1151
2.0,119,2.0,1.0,3,4,10,2,3,1152
1.0,86,,1.0,2,10,3,4,2,1153
3.0,120,,3.0,6,4,2,10,3,1154
1.0,82,,1.0,2,10,4,5,3,1155
2.0,99,,2.0,2,6,10,2,0,1156
0.0,113,,0.0,10,2,3,2,1,1157
0.0,113,0.0,0.0,11,2,2,2,1,1158
0.0,165,0.0,0.0,11,7,7,5,0,1159
2.0,111,1.0,2.0,4,5,10,2,2,1160
2.0,91,,2.0,3,9,10,3,1,1161
2.0,123,2.0,1.0,3,9,10,5,1,1162
2.0,155,2.0,1.0,4,6,11,3,2,1163
1.0,150,1.0,1.0,4,10,5,3,0,1164
3.0,96,3.0,3.0,5,4,5,11,2,1165
2.0,83,,2.0,4,3,10,6,3,1166
3.0,112,,2.0,6,4,4,10,3,1167
3.0,116,,3.0,8,6,6,10,1,1168
2.0,107,,2.0,3,3,10,4,3,1169
2.0,83,2.0,2.0,2,4,10,2,0,1170
0.0,73,0.0,0.0,12,2,3,3,0,1171
0.0,85,0.0,2.0,10,2,6,4,2,1172
3.0,172,3.0,1.0,3,6,6,11,2,1173
3.0,148,3.0,1.0,6,5,4,11,2,1174
0.0,149,,0.0,10,4,5,2,3,1175
1.0,98,,1.0,2,10,3,3,1,1176
3.0,116,3.0,3.0,2,4,3,10,1,1177
3.0,108,3.0,2.0,2,3,6,10,3,1178
0.0,77,,0.0,10,3,2,2,0,1179
1.0,94,,1.0,4,11,6,4,0,1180
1.0,150,3.0,2.0,4,10,6,4,1,1181
,200,,0.0,4,6,2,6,1,1182
3.0,132,3.0,2.0,4,3,7,10,0,1183
3.0,168,3.0,1.0,9,5,2,10,1,1184
0.0,117,0.0,3.0,10,6,2,6,3,1185
1.0,46,,1.0,3,10,2,2,3,1186
1.0,150,,3.0,3,10,3,8,3,1187
1.0,74,1.0,1.0,3,10,6,2,0,1188
0.0,129,0.0,0.0,10,7,4,8,3,1189
0.0,117,,1.0,10,5,4,3,2,1190
2.0,91,,2.0,5,4,10,2,1,1191
0.0,141,0.0,2.0,10,4,9,6,2,1192
0.0,137,,0.0,11,6,3,8,0,1193
0.0,165,0.0,0.0,10,8,5,3,2,1194
1.0,162,0.0,0.0,9,10,8,5,3,1195
1.0,146,,2.0,5,10,6,3,1,1196
2.0,87,2.0,1.0,4,7,10,3,3,1197
2.0,103,2.0,2.0,4,2,10,7,0,1198
1.0,78,,0.0,4,10,5,2,1,1199
1.0,134,1.0,1.0,4,10,3,5,1,1200
,200,0.0,1.0,5,8,3,5,1,1201
0.0,113,0.0,0.0,10,2,4,4,0,1202
2.0,95,,0.0,9,5,10,3,2,1203
3.0,164,0.0,3.0,7,4,3,10,3,1204
1.0,134,,1.0,4,10,4,8,3,1205
2.0,83,2.0,2.0,3,5,10,5,1,1206
1.0,118,1.0,1.0,2,10,6,4,1,1207
0.0,93,,0.0,11,2,3,3,0,1208
1.0,70,1.0,1.0,2,10,2,4,0,1209
2.0,115,,2.0,2,5,10,2,2,1210
2.0,107,,2.0,4,3,13,5,2,1211
2.0,107,,0.0,6,3,10,5,0,1212
2.0,75,,2.0,5,2,10,3,2,1213
3.0,120,,3.0,4,2,2,10,3,1214
,200,0.0,0.0,8,3,8,4,3,1215
2.0,127,2.0,1.0,2,8,10,2,1,1216
2.0,103,,3.0,2,2,10,5,2,1217
2.0,87,2.0,2.0,2,4,10,2,1,1218
3.0,100,,3.0,2,7,2,10,3,1219
0.0,113,2.0,3.0,10,2,5,9,3,1220
0.0,101,,0.0,10,3,3,5,0,1221
0.0,97,,0.0,11,3,9,3,0,1222
2.0,79,,2.0,2,4,10,3,2,1223
,200,3.0,1.0,3,6,6,9,2,1224
0.0,137,,3.0,10,6,3,7,0,1225
0.0,173,1.0,0.0,10,9,8,6,0,1226
0.0,149,3.0,0.0,10,4,6,9,3,1227
0.0,89,2.0,0.0,10,2,7,8,3,1228
3.0,140,,2.0,4,4,6,10,3,1229
3.0,76,3.0,0.0,5,2,3,10,3,1230
1.0,150,2.0,1.0,6,10,7,4,1,1231
2.0,159,,3.0,3,6,10,4,1,1232
1.0,106,,1.0,4,10,5,2,0,1233
2.0,139,2.0,2.0,3,4,10,4,0,1234
3.0,156,,3.0,7,3,6,11,2,1235
2.0,91,0.0,2.0,7,3,10,4,1,1236
1.0,122,,1.0,2,10,2,3,1,1237
1.0,138,1.0,3.0,4,12,3,8,3,1238
3.0,148,,0.0,6,3,2,10,3,1239
0.0,129,,0.0,10,4,7,3,0,1240
3.0,88,3.0,1.0,3,4,4,10,2,1241
3.0,84,,3.0,2,2,3,10,3,1242
2.0,139,,2.0,3,7,10,5,2,1243
2.0,131,2.0,2.0,6,4,11,3,2,1244
1.0,134,1.0,1.0,5,10,2,5,0,1245
1.0,94,,1.0,2,10,4,2,1,1246
1.0,146,1.0,1.0,7,10,8,4,2,1247
1.0,142,,2.0,4,10,9,6,3,1248
1.0,126,2.0,1.0,5,10,7,3,1,1249
2.0,71,,2.0,4,4,10,3,2,1250
3.0,160,,1.0,4,7,4,10,1,1251
0.0,73,,0.0,10,3,2,3,1,1252
1.0,78,,1.0,3,10,7,3,1,1253
2.0,195,,0.0,8,5,10,9,1,1254
2.0,163,2.0,1.0,2,8,10,5,1,1255
0.0,77,0.0,0.0,10,4,2,2,1,1256
1.0,146,1.0,1.0,3,10,4,3,1,1257
0.0,125,,0.0,11,5,5,4,0,1258
1.0,110,3.0,1.0,2,10,4,4,1,1259
3.0,108,,3.0,2,2,4,10,3,1260
0.0,185,1.0,0.0,11,8,6,3,0,1261
2.0,75,,2.0,3,2,10,2,2,1262
0.0,113,,0.0,10,7,4,3,0,1263
3.0,120,2.0,3.0,3,5,6,10,3,1264
0.0,113,0.0,0.0,11,2,7,3,0,1265
2.0,71,,2.0,2,2,10,2,2,1266
3.0,100,,3.0,4,4,4,10,3,1267
2.0,119,2.0,2.0,6,2,10,3,2,1268
1.0,150,,1.0,2,10,8,7,1,1269
3.0,196,2.0,1.0,7,6,7,10,3,1270
3.0,84,3.0,3.0,5,3,2,10,3,1271
3.0,80,,1.0,3,4,4,11,3,1272
2.0,95,2.0,1.0,4,5,10,2,2,1273
2.0,139,0.0,2.0,7,5,11,4,2,1274
2.0,147,0.0,3.0,9,3,10,6,2,1275
0.0,89,2.0,0.0,10,2,7,2,0,1276
0.0,121,,0.0,10,5,5,3,0,1277
0.0,153,,0.0,10,7,5,4,0,1278
2.0,71,2.0,2.0,2,4,10,4,1,1279
,200,2.0,1.0,2,4,9,3,2,1280
0.0,181,0.0,0.0,10,5,9,3,2,1281
0.0,105,0.0,0.0,10,3,2,4,3,1282
1.0,126,,1.0,4,10,4,4,2,1283
3.0,96,,3.0,2,5,2,10,3,1284
3.0,120,3.0,0.0,9,3,6,10,2,1285
2.0,147,2.0,2.0,6,3,10,8,0,1286
3.0,172,,1.0,6,5,8,10,2,1287
2.0,119,1.0,0.0,9,6,10,5,2,1288
2.0,199,2.0,3.0,2,5,10,6,3,1289
2.0,103,2.0,2.0,2,2,10,6,2,1290
0.0,129,0.0,1.0,10,6,3,6,1,1291
2.0,131,,2.0,3,4,10,3,0,1292
1.0,122,,1.0,5,10,6,6,1,1293
3.0,88,3.0,3.0,6,2,4,12,3,1294
2.0,107,,3.0,6,3,10,9,2,1295
0.0,81,0.0,0.0,10,3,3,2,0,1296
1.0,134,0.0,0.0,8,10,4,7,0,1297
3.0,120,3.0,3.0,3,3,2,10,3,1298
2.0,95,,2.0,2,4,10,4,3,1299
3.0,128,3.0,3.0,3,5,6,10,2,1300
1.0,130,,1.0,2,11,4,4,1,1301
0.0,61,,0.0,10,2,4,3,0,1302
2.0,107,2.0,1.0,4,6,10,3,0,1303
3.0,108,0.0,1.0,4,8,4,11,1,1304
2.0,155,,2.0,3,3,10,2,2,1305
2.0,111,2.0,2.0,8,4,11,2,0,1306
,200,2.0,0.0,8,3,5,5,3,1307
,200,2.0,1.0,6,4,6,4,3,1308
3.0,88,3.0,3.0,5,4,2,10,0,1309
2.0,79,,2.0,3,3,10,3,2,1310
3.0,140,,3.0,5,3,2,10,3,1311
3.0,80,,3.0,2,8,2,10,1,1312
2.0,67,1.0,0.0,4,6,10,4,0,1313
0.0,69,,0.0,10,2,5,3,0,1314
2.0,111,2.0,1.0,7,5,10,6,3,1315
2.0,99,2.0,2.0,3,2,10,3,3,1316
1.0,90,1.0,1.0,3,10,3,2,0,1317
1.0,150,,1.0,3,11,3,6,3,1318
2.0,135,2.0,3.0,2,2,10,9,3,1319
0.0,105,2.0,0.0,10,7,7,3,0,1320
3.0,148,,3.0,4,8,7,10,0,1321
3.0,160,2.0,3.0,6,8,9,12,1,1322
1.0,118,,3.0,2,10,3,6,3,1323
1.0,90,,1.0,3,10,5,6,0,1324
1.0,90,,1.0,4,10,4,3,2,1325
3.0,168,,1.0,8,8,3,10,3,1326
0.0,133,0.0,0.0,10,2,6,2,2,1327
1.0,174,1.0,3.0,4,10,4,9,3,1328
3.0,124,1.0,0.0,4,8,2,10,3,1329
3.0,92,3.0,3.0,2,2,4,10,2,1330
2.0,95,2.0,2.0,5,4,10,5,3,1331
0.0,185,,0.0,12,2,5,4,0,1332
1.0,154,,1.0,3,10,4,9,1,1333
3.0,176,2.0,3.0,7,5,9,10,3,1334
3.0,172,2.0,3.0,3,3,7,10,3,1335
0.0,125,0.0,2.0,10,3,8,2,2,1336
2.0,147,1.0,3.0,9,4,10,4,2,1337
0.0,53,,1.0,10,6,3,3,1,1338
1.0,198,1.0,1.0,2,10,7,5,2,1339
2.0,111,,2.0,2,4,10,3,2,1340
2.0,127,2.0,2.0,6,2,11,2,0,1341
2.0,123,,1.0,4,5,10,3,0,1342
1.0,134,1.0,3.0,4,10,6,5,1,1343
1.0,66,,1.0,2,10,2,2,1,1344
0.0,113,0.0,0.0,12,2,2,2,0,1345
0.0,73,0.0,0.0,10,2,6,2,2,1346
2.0,91,,2.0,2,3,10,2,2,1347
,200,2.0,0.0,8,2,6,2,0,1348
3.0,132,3.0,3.0,6,2,3,10,0,1349
2.0,71,,2.0,5,5,10,4,1,1350
3.0,124,1.0,3.0,5,8,5,10,0,1351
2.0,75,,2.0,2,4,10,2,1,1352
0.0,173,,0.0,10,4,2,4,0,1353
0.0,77,0.0,0.0,10,2,2,5,3,1354
0.0,69,1.0,0.0,10,4,2,7,0,1355
3.0,132,3.0,0.0,6,4,3,10,1,1356
3.0,88,,3.0,2,3,4,10,0,1357
1.0,122,3.0,1.0,3,10,4,7,1,1358
3.0,96,3.0,2.0,4,4,5,10,1,1359
1.0,126,1.0,3.0,3,10,3,4,1,1360
1.0,134,1.0,1.0,2,11,8,4,2,1361
,200,1.0,0.0,7,7,5,4,0,1362
1.0,126,,1.0,3,12,3,3,1,1363
1.0,82,,0.0,4,10,7,2,2,1364
2.0,67,,2.0,2,4,10,3,2,1365
,200,0.0,3.0,6,8,3,9,3,1366
2.0,135,2.0,3.0,7,4,10,4,0,1367
,200,0.0,1.0,8,7,8,3,2,1368
1.0,146,3.0,1.0,4,10,7,8,1,1369
2.0,87,,2.0,2,2,10,2,2,1370
1.0,114,,1.0,3,10,4,4,1,1371
0.0,101,,3.0,11,2,2,8,3,1372
,200,,1.0,5,9,6,5,2,1373
0.0,97,,1.0,10,8,3,6,1,1374
2.0,123,2.0,2.0,9,4,10,5,0,1375
3.0,124,3.0,3.0,3,3,7,10,0,1376
2.0,119,,3.0,6,6,10,8,3,1377
3.0,184,,3.0,6,5,5,10,2,1378
2.0,151,0.0,1.0,8,9,10,5,0,1379
2.0,107,2.0,2.0,4,8,11,3,2,1380
,200,0.0,3.0,8,4,6,7,1,1381
,200,3.0,3.0,7,2,6,7,0,1382
2.0,131,2.0,2.0,4,4,10,4,2,1383
0.0,141,0.0,0.0,11,4,7,4,2,1384
1.0,114,1.0,1.0,3,10,6,2,3,1385
1.0,146,1.0,0.0,6,10,7,3,0,1386
1.0,134,,2.0,2,10,9,4,2,1387
0.0,125,,2.0,10,8,8,6,3,1388
1.0,118,1.0,1.0,4,10,4,6,0,1389
1.0,86,1.0,1.0,2,10,2,4,3,1390
1.0,178,1.0,3.0,9,10,4,5,3,1391
1.0,86,,1.0,4,10,2,7,1,1392
2.0,103,2.0,2.0,2,4,10,2,1,1393
,200,,2.0,6,2,4,4,3,1394
3.0,72,3.0,3.0,5,2,3,13,3,1395
2.0,103,0.0,0.0,8,3,10,6,3,1396
0.0,89,0.0,0.0,10,3,4,3,2,1397
0.0,105,,3.0,10,3,3,6,1,1398
3.0,88,,1.0,3,7,2,10,1,1399
2.0,191,3.0,0.0,6,5,10,9,2,1400
1.0,170,,1.0,3,10,4,4,2,1401
0.0,165,0.0,0.0,11,5,4,7,3,1402
1.0,118,1.0,1.0,3,10,7,8,1,1403
1.0,62,1.0,1.0,3,10,4,4,2,1404
0.0,113,2.0,0.0,10,4,9,3,0,1405
0.0,69,,,10,4,4,7,1,1406
0.0,129,,0.0,11,6,4,2,2,1407
2.0,107,0.0,2.0,4,4,11,2,2,1408
3.0,128,3.0,3.0,4,3,5,10,3,1409
3.0,108,2.0,3.0,3,2,7,10,2,1410
0.0,137,1.0,2.0,10,6,9,3,2,1411
3.0,116,,3.0,2,4,4,10,3,1412
3.0,84,,3.0,2,2,2,10,3,1413
1.0,74,1.0,1.0,5,10,2,2,1,1414
3.0,112,,1.0,2,7,4,10,3,1415
1.0,126,2.0,1.0,3,10,9,9,1,1416
1.0,98,1.0,1.0,3,10,7,4,1,1417
2.0,191,2.0,2.0,2,4,10,5,2,1418
0.0,77,0.0,0.0,10,3,2,2,0,1419
1.0,66,1.0,1.0,3,12,4,4,1,1420
3.0,184,3.0,3.0,9,8,6,10,1,1421
1.0,166,0.0,1.0,9,10,2,9,0,1422
0.0,113,0.0,2.0,10,2,5,3,3,1423
1.0,82,1.0,1.0,2,11,2,2,1,1424
1.0,174,,1.0,4,10,3,7,1,1425
0.0,133,0.0,3.0,10,5,3,8,2,1426
0.0,121,2.0,0.0,10,5,5,2,1,1427
3.0,144,,1.0,3,8,2,10,1,1428
0.0,117,0.0,0.0,11,6,3,3,0,1429
2.0,67,,2.0,2,3,10,2,2,1430
2.0,163,2.0,1.0,6,6,10,8,0,1431
,200,,1.0,5,4,4,3,0,1432
1.0,134,1.0,1.0,6,10,2,7,3,1433
2.0,103,1.0,2.0,2,5,10,4,3,1434
2.0,155,,2.0,3,5,10,3,2,1435
1.0,154,,1.0,7,10,5,5,1,1436
0.0,85,,0.0,10,2,3,6,0,1437
3.0,64,,3.0,5,5,2,10,0,1438
3.0,112,,0.0,4,4,2,10,3,1439
0.0,169,0.0,0.0,11,2,7,9,0,1440
2.0,127,,2.0,2,2,12,2,2,1441
2.0,183,,2.0,5,7,11,4,1,1442
0.0,121,,0.0,10,5,3,4,0,1443
2.0,107,,1.0,2,6,10,4,3,1444
3.0,132,,2.0,2,3,6,10,2,1445
0.0,77,,0.0,11,4,2,2,1,1446
2.0,135,1.0,2.0,4,8,10,7,2,1447
3.0,100,,3.0,3,2,3,10,3,1448
0.0,141,0.0,1.0,10,5,3,4,2,1449
2.0,135,2.0,2.0,3,6,10,3,0,1450
0.0,129,,0.0,10,4,6,4,3,1451
3.0,160,3.0,2.0,6,4,7,10,3,1452
,200,2.0,3.0,8,8,8,9,1,1453
1.0,146,,1.0,2,11,6,4,2,1454
2.0,127,2.0,2.0,4,3,10,4,3,1455
0.0,81,,0.0,10,3,3,4,2,1456
0.0,141,0.0,0.0,10,4,3,2,1,1457
0.0,145,0.0,1.0,10,6,3,2,1,1458
1.0,74,1.0,1.0,2,10,3,3,2,1459
1.0,106,1.0,3.0,4,10,2,6,3,1460
,200,2.0,1.0,8,9,9,8,1,1461
2.0,83,2.0,2.0,6,4,12,2,0,1462
1.0,138,0.0,1.0,7,10,3,4,1,1463
1.0,134,,1.0,4,11,5,3,1,1464
3.0,196,3.0,0.0,7,9,4,10,1,1465
3.0,88,3.0,3.0,7,2,3,10,0,1466
,200,,2.0,3,6,5,5,1,1467
2.0,195,,1.0,4,9,10,7,2,1468
3.0,120,,3.0,6,4,2,11,3,1469
0.0,113,,0.0,10,3,3,3,0,1470
3.0,128,3.0,3.0,4,4,2,10,1,1471
1.0,102,1.0,1.0,5,10,4,6,3,1472
2.0,147,2.0,1.0,2,7,11,3,2,1473
0.0,145,,0.0,10,3,3,3,0,1474
1.0,86,,1.0,6,10,4,3,0,1475
1.0,110,,0.0,7,10,2,6,1,1476
2.0,91,2.0,3.0,2,4,10,5,0,1477
2.0,99,,2.0,4,3,10,4,2,1478
1.0,86,1.0,1.0,2,10,4,4,0,1479
2.0,67,2.0,2.0,2,3,11,4,2,1480
2.0,139,2.0,0.0,6,3,10,4,0,1481
1.0,182,1.0,0.0,7,10,4,3,3,1482
1.0,138,,0.0,9,10,3,4,1,1483
3.0,124,1.0,0.0,9,8,4,10,3,1484
0.0,125,,3.0,10,3,4,7,0,1485
0.0,161,0.0,0.0,11,4,8,2,0,1486
2.0,143,2.0,3.0,3,2,10,8,2,1487
0.0,89,,0.0,10,4,4,2,2,1488
2.0,151,2.0,3.0,4,4,11,6,1,1489
2.0,103,1.0,1.0,3,8,10,2,2,1490
1.0,62,,1.0,2,10,4,2,2,1491
2.0,127,1.0,1.0,2,9,10,9,2,1492
1.0,122,1.0,1.0,7,10,8,6,0,1493
,200,,2.0,6,3,8,3,2,1494
3.0,200,0.0,3.0,7,6,4,10,3,1495
0.0,85,0.0,0.0,10,2,4,2,0,1496
3.0,140,,3.0,4,9,7,10,3,1497
0.0,169,0.0,1.0,10,9,9,9,2,1498
1.0,130,,0.0,9,10,5,3,0,1499
2.0,67,,2.0,2,2,10,4,3,1500
0.0,117,0.0,3.0,10,7,3,7,3,1501
2.0,159,,2.0,3,6,10,4,3,1502
0.0,145,,0.0,10,7,8,4,0,1503
0.0,97,0.0,0.0,10,3,2,2,0,1504
1.0,182,1.0,2.0,9,11,7,8,0,1505
0.0,141,,0.0,10,2,7,7,0,1506
