winner,turns,largest_army,longest_road,points_0,points_1,points_2,points_3,smart,trial
3.0,136,2.0,2.0,6,2,7,10,3,1507
1.0,138,1.0,1.0,4,11,5,4,3,1508
1.0,90,,0.0,7,10,5,2,1,1509
1.0,86,1.0,1.0,4,10,2,2,3,1510
0.0,113,0.0,0.0,10,5,3,6,1,1511
2.0,163,,2.0,3,4,10,4,2,1512
,200,,0.0,6,4,5,5,0,1513
1.0,142,,0.0,7,10,5,5,3,1514
1.0,94,,1.0,2,10,4,8,3,1515
1.0,134,1.0,1.0,2,10,2,2,0,1516
1.0,126,,1.0,3,10,3,4,0,1517
1.0,182,1.0,2.0,7,10,5,6,0,1518
1.0,86,,1.0,2,10,2,7,1,1519
1.0,114,,1.0,2,10,4,7,1,1520
0.0,141,,1.0,10,7,2,8,3,1521
3.0,156,0.0,1.0,7,9,7,11,3,1522
3.0,160,0.0,3.0,5,3,6,10,2,1523
2.0,147,0.0,2.0,6,3,10,7,2,1524
1.0,118,,1.0,3,11,4,3,1,1525
2.0,135,2.0,1.0,4,9,10,4,1,1526
0.0,149,,3.0,10,3,5,8,3,1527
1.0,110,,1.0,3,10,2,5,3,1528
1.0,90,,1.0,2,10,9,3,3,1529
2.0,171,,2.0,2,3,10,4,3,1530
1.0,154,,1.0,3,10,2,6,1,1531
1.0,122,,1.0,2,10,3,3,1,1532
1.0,154,,1.0,4,10,7,6,1,1533
1.0,194,3.0,1.0,4,10,4,4,1,1534
3.0,160,3.0,3.0,5,6,4,10,0,1535
2.0,79,,2.0,9,3,10,2,2,1536
0.0,129,,1.0,10,6,6,6,1,1537
2.0,119,2.0,2.0,4,5,10,4,0,1538
1.0,190,0.0,2.0,8,10,9,4,2,1539
1.0,126,1.0,1.0,2,10,4,4,3,1540
3.0,156,,3.0,9,2,8,10,2,1541
0.0,137,,3.0,10,3,5,6,0,1542
1.0,94,,1.0,3,11,5,3,2,1543
1.0,66,1.0,1.0,2,11,5,2,1,1544
3.0,172,,3.0,7,4,6,10,1,1545
1.0,130,2.0,1.0,2,10,4,3,1,1546
2.0,171,1.0,1.0,5,8,10,9,3,1547
1.0,166,,1.0,6,11,4,2,0,1548
2.0,163,1.0,2.0,4,8,11,4,2,1549
1.0,162,0.0,2.0,9,10,7,7,2,1550
2.0,143,0.0,2.0,6,7,10,5,2,1551
0.0,137,0.0,0.0,10,2,4,3,0,1552
1.0,102,,0.0,6,10,3,6,0,1553
0.0,109,1.0,0.0,10,5,6,3,1,1554
2.0,147,,2.0,4,4,10,2,2,1555
3.0,76,,3.0,2,3,3,10,3,1556
2.0,115,,2.0,6,8,10,2,0,1557
3.0,152,3.0,0.0,5,9,3,10,1,1558
0.0,101,0.0,3.0,11,2,2,6,3,1559
,200,2.0,1.0,6,4,8,4,0,1560
3.0,144,,3.0,7,4,9,10,2,1561
,200,0.0,0.0,8,8,6,3,0,1562
2.0,171,2.0,3.0,4,6,11,9,3,1563
0.0,133,,1.0,10,9,7,6,1,1564
3.0,44,,1.0,2,4,5,10,2,1565
0.0,101,,0.0,10,2,3,2,0,1566
1.0,106,,1.0,4,10,7,2,1,1567
2.0,123,,3.0,7,2,10,5,0,1568
0.0,193,,0.0,10,4,4,6,3,1569
1.0,54,,1.0,2,10,2,2,1,1570
3.0,144,,1.0,7,6,4,10,2,1571
,200,,0.0,6,4,2,6,3,1572
3.0,124,,3.0,4,2,6,11,3,1573
0.0,125,,0.0,10,8,4,6,3,1574
1.0,82,0.0,1.0,5,10,4,6,1,1575
3.0,144,,3.0,2,4,5,10,3,1576
2.0,139,,2.0,3,4,10,5,1,1577
2.0,111,,3.0,4,8,10,8,3,1578
3.0,92,,2.0,2,4,4,10,3,1579
1.0,162,0.0,1.0,8,10,6,8,2,1580
1.0,58,,1.0,2,10,2,2,1,1581
0.0,81,,0.0,10,4,6,2,2,1582
0.0,177,0.0,0.0,10,6,4,6,3,1583
1.0,174,,1.0,6,11,4,6,0,1584
3.0,96,,3.0,4,2,9,10,2,1585
0.0,149,1.0,1.0,10,9,4,7,0,1586
0.0,89,,1.0,10,6,6,2,1,1587
3.0,72,3.0,3.0,5,4,2,10,3,1588
0.0,101,,0.0,10,4,6,2,0,1589
1.0,178,1.0,2.0,3,10,8,6,2,1590
2.0,119,,2.0,4,2,11,6,3,1591
2.0,67,,2.0,2,4,10,4,3,1592
2.0,115,,2.0,3,4,10,3,2,1593
3.0,84,,3.0,5,2,5,10,3,1594
0.0,109,,0.0,10,2,4,6,0,1595
3.0,76,,3.0,2,3,2,10,3,1596
0.0,97,0.0,0.0,10,5,3,2,0,1597
0.0,101,,0.0,10,3,3,5,1,1598
2.0,99,2.0,2.0,6,2,10,3,0,1599
0.0,69,,0.0,10,4,2,6,0,1600
3.0,84,3.0,3.0,2,2,2,10,3,1601
3.0,88,,3.0,3,2,2,10,3,1602
0.0,153,0.0,0.0,10,8,7,4,2,1603
1.0,174,0.0,1.0,6,10,4,4,0,1604
1.0,82,,,3,10,2,3,0,1605
1.0,102,,1.0,2,10,6,4,2,1606
2.0,159,1.0,1.0,4,8,10,4,2,1607
2.0,115,,2.0,5,2,11,4,2,1608
0.0,53,,0.0,10,6,4,2,1,1609
3.0,108,3.0,3.0,3,5,6,10,1,1610
1.0,70,,1.0,3,10,2,3,1,1611
0.0,165,,0.0,11,2,4,2,0,1612
1.0,82,3.0,1.0,2,10,5,5,2,1613
0.0,101,,0.0,10,6,6,5,2,1614
,200,,0.0,8,4,3,4,0,1615
3.0,188,3.0,3.0,5,3,3,10,2,1616
2.0,63,,2.0,2,2,10,4,3,1617
,200,,0.0,7,6,2,8,3,1618
0.0,129,0.0,0.0,10,6,2,4,0,1619
,200,0.0,0.0,9,5,4,5,0,1620
3.0,84,,3.0,2,6,4,10,1,1621
3.0,104,,3.0,5,2,5,10,2,1622
2.0,135,2.0,1.0,3,7,10,3,1,1623
1.0,146,1.0,1.0,6,10,5,4,1,1624
1.0,134,,1.0,3,10,5,6,1,1625
0.0,65,,0.0,10,2,2,2,3,1626
0.0,113,0.0,1.0,10,9,4,2,1,1627
1.0,158,0.0,1.0,9,11,3,6,3,1628
,200,0.0,2.0,8,4,6,4,1,1629
2.0,83,,2.0,3,2,10,3,2,1630
3.0,92,3.0,3.0,2,2,3,11,3,1631
3.0,120,2.0,3.0,6,2,7,10,0,1632
3.0,156,,0.0,6,5,6,10,0,1633
0.0,157,,0.0,10,3,6,3,0,1634
,200,0.0,0.0,9,6,5,7,3,1635
1.0,82,1.0,1.0,3,13,2,2,0,1636
1.0,94,,1.0,5,11,3,2,0,1637
2.0,127,2.0,2.0,4,5,10,5,3,1638
1.0,114,,1.0,4,10,2,2,1,1639
0.0,69,,0.0,10,2,3,5,0,1640
0.0,137,,0.0,10,5,7,3,0,1641
3.0,128,,3.0,6,4,7,11,3,1642
2.0,183,2.0,2.0,6,7,10,3,2,1643
,200,1.0,3.0,7,8,2,8,0,1644
3.0,172,,0.0,9,4,2,10,0,1645
1.0,94,,1.0,4,10,5,4,1,1646
3.0,152,,3.0,4,2,6,10,3,1647
2.0,95,,2.0,3,2,12,3,2,1648
0.0,81,,0.0,10,2,3,3,0,1649
0.0,97,3.0,1.0,10,7,2,8,1,1650
0.0,109,,0.0,10,2,6,5,2,1651
1.0,166,1.0,2.0,4,10,8,3,2,1652
0.0,125,2.0,0.0,10,4,7,5,1,1653
1.0,98,1.0,1.0,3,10,5,4,2,1654
0.0,93,,0.0,10,2,3,2,0,1655
1.0,142,,1.0,3,12,3,5,1,1656
0.0,69,,0.0,10,3,3,4,0,1657
2.0,163,2.0,2.0,6,2,10,6,2,1658
2.0,107,,1.0,7,7,10,2,0,1659
1.0,154,1.0,1.0,4,10,3,4,2,1660
1.0,134,1.0,1.0,4,11,4,3,2,1661
0.0,45,,0.0,10,2,2,2,0,1662
1.0,126,,1.0,5,10,2,5,1,1663
0.0,121,,0.0,10,4,2,4,0,1664
0.0,97,,2.0,10,2,7,4,0,1665
3.0,144,3.0,2.0,3,4,6,10,3,1666
2.0,139,2.0,1.0,5,6,10,9,1,1667
1.0,130,3.0,3.0,4,10,4,8,0,1668
0.0,105,,0.0,10,4,5,6,3,1669
3.0,140,,2.0,2,6,8,10,2,1670
,200,0.0,2.0,9,3,5,4,3,1671
0.0,165,0.0,0.0,11,2,7,5,2,1672
3.0,104,,3.0,3,3,4,11,3,1673
3.0,116,,2.0,3,5,7,10,3,1674
3.0,164,,0.0,7,4,3,10,3,1675
2.0,127,2.0,2.0,3,4,10,8,3,1676
1.0,142,,1.0,5,10,5,4,2,1677
2.0,79,2.0,2.0,2,2,10,3,2,1678
3.0,120,3.0,3.0,3,3,6,11,2,1679
2.0,127,2.0,2.0,5,2,10,6,3,1680
1.0,82,0.0,1.0,9,10,4,7,3,1681
0.0,89,,0.0,10,2,2,2,0,1682
2.0,75,2.0,2.0,2,5,10,7,1,1683
0.0,177,,0.0,11,4,9,5,0,1684
0.0,121,,1.0,10,8,6,4,1,1685
1.0,138,0.0,1.0,5,10,3,2,1,1686
2.0,179,,2.0,9,4,10,3,2,1687
0.0,109,2.0,0.0,10,4,7,5,2,1688
1.0,126,1.0,1.0,2,10,3,4,3,1689
0.0,141,0.0,1.0,10,6,5,3,1,1690
3.0,88,3.0,3.0,4,3,2,11,3,1691
0.0,141,3.0,0.0,10,8,6,9,1,1692
0.0,145,,3.0,10,4,8,4,2,1693
0.0,133,0.0,1.0,10,8,8,5,3,1694
0.0,189,2.0,2.0,10,5,9,5,0,1695
2.0,79,,2.0,4,2,10,2,2,1696
0.0,85,3.0,0.0,11,2,5,4,2,1697
3.0,104,,0.0,8,3,4,10,0,1698
1.0,106,,0.0,5,10,3,3,1,1699
1.0,142,1.0,1.0,5,12,4,4,1,1700
3.0,156,1.0,3.0,5,8,4,10,3,1701
1.0,154,2.0,1.0,2,10,6,2,1,1702
2.0,107,2.0,1.0,3,5,10,8,3,1703
1.0,70,,1.0,3,10,4,2,1,1704
2.0,103,,2.0,7,6,10,4,2,1705
1.0,62,,0.0,4,10,3,2,1,1706
0.0,161,0.0,0.0,10,3,4,4,0,1707
3.0,188,2.0,3.0,6,9,9,10,3,1708
1.0,126,1.0,1.0,4,10,4,7,2,1709
2.0,139,,2.0,5,4,10,3,2,1710
1.0,114,,0.0,9,10,4,4,0,1711
1.0,146,,0.0,4,10,9,6,2,1712
1.0,194,,1.0,8,10,2,4,0,1713
2.0,159,2.0,3.0,3,2,10,6,3,1714
3.0,120,,2.0,7,7,9,10,3,1715
1.0,114,0.0,1.0,7,10,3,3,1,1716
1.0,106,,1.0,3,10,4,4,1,1717
1.0,118,1.0,1.0,5,10,3,2,2,1718
2.0,59,,2.0,2,2,10,3,2,1719
3.0,132,,2.0,4,7,5,10,3,1720
0.0,85,,0.0,10,2,3,3,3,1721
0.0,117,0.0,0.0,10,2,2,2,0,1722
0.0,109,,0.0,10,2,2,4,0,1723
1.0,134,3.0,2.0,7,10,9,7,1,1724
0.0,145,,0.0,11,4,4,4,0,1725
3.0,92,,3.0,2,3,2,12,3,1726
2.0,111,,1.0,2,9,10,9,2,1727
2.0,143,,2.0,4,5,10,6,2,1728
3.0,172,1.0,3.0,3,9,5,10,3,1729
0.0,125,1.0,0.0,10,7,5,3,2,1730
1.0,194,1.0,2.0,3,10,7,4,2,1731
0.0,149,,0.0,11,5,2,2,0,1732
1.0,158,1.0,0.0,6,11,3,4,0,1733
3.0,152,3.0,3.0,2,4,3,10,0,1734
1.0,74,1.0,1.0,2,10,4,2,1,1735
0.0,105,0.0,0.0,12,5,4,3,2,1736
2.0,83,2.0,2.0,3,3,10,2,0,1737
0.0,165,,1.0,10,5,3,7,0,1738
,200,1.0,2.0,8,9,5,2,0,1739
2.0,135,,1.0,3,6,10,3,1,1740
2.0,91,,2.0,9,3,11,2,0,1741
,200,3.0,0.0,9,8,2,6,0,1742
1.0,90,,2.0,2,10,4,4,3,1743
0.0,141,1.0,2.0,10,8,7,7,2,1744
3.0,184,1.0,0.0,5,7,4,10,0,1745
,200,,3.0,7,4,7,8,3,1746
1.0,162,,1.0,6,10,2,7,1,1747
2.0,95,,2.0,4,4,10,2,2,1748
0.0,117,0.0,0.0,11,3,3,3,2,1749
3.0,128,3.0,3.0,4,2,8,11,3,1750
2.0,59,,2.0,3,2,10,4,3,1751
0.0,109,3.0,0.0,10,3,4,5,0,1752
2.0,191,,3.0,4,5,10,8,3,1753
1.0,98,,1.0,2,10,6,3,1,1754
1.0,114,,2.0,3,10,4,3,1,1755
0.0,85,,3.0,10,3,3,5,0,1756
3.0,116,,3.0,4,2,4,10,3,1757
3.0,104,2.0,3.0,2,3,5,11,3,1758
2.0,99,,2.0,3,3,10,3,2,1759
3.0,120,,3.0,2,2,4,10,2,1760
1.0,142,0.0,3.0,8,10,4,6,3,1761
3.0,152,3.0,1.0,6,8,5,10,1,1762
3.0,88,,3.0,3,3,4,10,2,1763
1.0,78,,1.0,3,10,5,2,0,1764
2.0,111,,2.0,4,4,10,2,2,1765
3.0,116,,3.0,4,3,8,10,2,1766
2.0,63,2.0,2.0,4,2,10,3,3,1767
3.0,112,,3.0,4,3,4,10,0,1768
2.0,115,,0.0,7,7,10,3,0,1769
2.0,63,2.0,2.0,4,2,10,5,2,1770
3.0,160,3.0,2.0,6,4,9,10,2,1771
2.0,147,,2.0,5,2,10,3,2,1772
2.0,119,,2.0,2,4,10,2,2,1773
1.0,134,1.0,3.0,3,10,3,9,3,1774
1.0,158,,3.0,3,10,3,9,3,1775
1.0,114,,1.0,4,10,4,2,1,1776
3.0,184,,3.0,8,3,4,10,3,1777
2.0,83,2.0,3.0,5,5,10,3,2,1778
2.0,135,0.0,2.0,8,7,11,2,2,1779
1.0,170,1.0,1.0,5,10,6,2,2,1780
2.0,167,,2.0,5,4,10,6,1,1781
0.0,145,,0.0,10,6,2,6,0,1782
2.0,155,,0.0,6,3,10,6,3,1783
2.0,151,,2.0,2,6,10,5,2,1784
3.0,116,,1.0,2,8,4,10,1,1785
0.0,177,0.0,1.0,10,6,2,4,0,1786
2.0,91,2.0,2.0,5,4,10,2,0,1787
1.0,142,1.0,1.0,6,10,6,6,3,1788
1.0,162,1.0,0.0,5,10,3,4,0,1789
0.0,93,0.0,0.0,11,5,3,8,3,1790
0.0,125,,0.0,10,8,3,4,0,1791
0.0,113,,0.0,11,2,6,6,2,1792
1.0,110,,1.0,2,10,4,2,1,1793
3.0,132,,3.0,6,7,2,10,1,1794
2.0,143,2.0,2.0,2,6,11,4,1,1795
,200,3.0,1.0,4,4,3,8,0,1796
0.0,77,0.0,0.0,10,5,4,2,0,1797
2.0,127,,0.0,9,6,10,5,2,1798
1.0,126,,2.0,4,10,9,3,0,1799
1.0,166,1.0,1.0,5,10,3,6,2,1800
1.0,102,1.0,1.0,3,11,2,3,1,1801
1.0,154,2.0,1.0,7,10,9,4,0,1802
2.0,139,2.0,1.0,8,9,10,2,1,1803
2.0,127,3.0,2.0,3,6,10,8,1,1804
0.0,89,,0.0,10,2,2,4,0,1805
0.0,125,,0.0,10,5,6,4,2,1806
1.0,182,,0.0,6,10,3,4,1,1807
3.0,108,3.0,3.0,3,4,4,10,3,1808
0.0,73,0.0,0.0,11,4,2,3,0,1809
0.0,105,,0.0,10,4,5,2,2,1810
3.0,52,,3.0,2,3,2,10,3,1811
2.0,127,2.0,1.0,6,7,10,6,1,1812
1.0,166,1.0,1.0,2,10,3,4,3,1813
1.0,134,0.0,1.0,7,10,6,2,1,1814
0.0,65,0.0,0.0,11,2,2,2,0,1815
3.0,152,3.0,3.0,2,6,6,10,1,1816
3.0,128,3.0,2.0,5,6,6,10,0,1817
3.0,76,,3.0,2,3,4,10,2,1818
0.0,133,,1.0,10,5,7,3,0,1819
0.0,93,,0.0,12,4,2,4,3,1820
2.0,139,2.0,1.0,4,9,10,3,1,1821
,200,3.0,0.0,7,2,8,8,1,1822
1.0,98,1.0,1.0,3,10,7,3,1,1823
1.0,142,1.0,1.0,3,11,6,4,2,1824
1.0,110,,1.0,5,10,2,3,2,1825
0.0,101,,0.0,10,4,3,4,0,1826
2.0,115,,2.0,4,4,10,3,3,1827
2.0,115,,2.0,5,2,10,5,2,1828
1.0,170,0.0,1.0,9,10,5,5,1,1829
3.0,160,2.0,1.0,8,8,6,10,1,1830
1.0,150,0.0,2.0,7,10,9,6,3,1831
0.0,101,0.0,0.0,11,4,4,2,0,1832
1.0,130,,1.0,8,10,2,2,0,1833
1.0,158,0.0,1.0,7,10,5,4,1,1834
0.0,117,,0.0,10,2,7,6,2,1835
3.0,104,,3.0,2,2,4,10,3,1836
2.0,147,2.0,2.0,6,2,10,4,0,1837
3.0,112,1.0,3.0,3,9,2,11,3,1838
0.0,145,0.0,0.0,10,8,4,2,1,1839
0.0,185,,0.0,10,4,5,6,0,1840
,200,1.0,1.0,5,9,4,9,0,1841
0.0,105,2.0,1.0,10,5,8,5,3,1842
2.0,127,1.0,2.0,3,9,10,6,2,1843
1.0,178,0.0,3.0,6,10,8,8,3,1844
1.0,138,,1.0,7,10,4,3,0,1845
0.0,97,,1.0,10,4,2,5,0,1846
,200,2.0,0.0,9,6,8,3,1,1847
0.0,113,2.0,1.0,10,7,4,9,3,1848
,200,1.0,0.0,5,8,4,3,1,1849
3.0,124,3.0,3.0,6,7,6,10,0,1850
0.0,173,3.0,0.0,10,5,3,9,0,1851
3.0,88,,3.0,3,2,5,10,3,1852
0.0,161,,0.0,10,5,4,6,0,1853
2.0,111,2.0,2.0,7,3,11,6,3,1854
0.0,141,0.0,0.0,11,2,5,6,2,1855
3.0,88,0.0,,9,4,2,10,0,1856
3.0,156,3.0,3.0,3,4,4,10,2,1857
2.0,103,,2.0,5,3,10,6,3,1858
3.0,64,,,2,4,3,10,2,1859
0.0,85,,0.0,10,2,2,4,1,1860
2.0,111,,2.0,3,2,10,5,2,1861
2.0,135,,2.0,5,4,10,8,2,1862
3.0,116,,0.0,7,4,4,10,0,1863
1.0,78,,1.0,4,10,3,2,1,1864
3.0,140,3.0,1.0,7,5,6,10,0,1865
1.0,138,,1.0,4,11,3,4,0,1866
0.0,125,,0.0,10,2,2,5,0,1867
3.0,124,3.0,3.0,7,2,4,10,2,1868
2.0,151,3.0,3.0,5,2,10,9,3,1869
1.0,98,3.0,1.0,4,10,4,7,1,1870
1.0,134,1.0,1.0,2,10,8,2,2,1871
0.0,153,0.0,0.0,10,7,6,2,2,1872
0.0,137,2.0,0.0,11,8,6,5,1,1873
0.0,185,,0.0,10,5,4,4,0,1874
1.0,66,,1.0,4,10,2,3,1,1875
0.0,117,0.0,0.0,11,3,3,2,0,1876
0.0,133,,0.0,10,4,5,5,2,1877
0.0,93,0.0,0.0,10,2,3,4,0,1878
3.0,72,,3.0,3,2,2,10,3,1879
3.0,148,,1.0,2,8,8,10,1,1880
3.0,116,3.0,3.0,6,3,4,10,1,1881
0.0,145,2.0,0.0,10,4,6,3,0,1882
2.0,83,2.0,2.0,2,2,10,3,2,1883
3.0,156,,2.0,3,3,7,10,3,1884
1.0,102,1.0,1.0,4,10,6,2,2,1885
2.0,147,2.0,2.0,6,2,11,4,0,1886
0.0,97,,0.0,10,6,5,3,0,1887
0.0,145,0.0,0.0,10,2,5,2,2,1888
2.0,99,2.0,2.0,2,6,11,6,3,1889
2.0,151,,1.0,7,9,10,4,1,1890
2.0,95,,2.0,4,2,12,5,2,1891
1.0,114,,1.0,2,10,5,4,3,1892
2.0,199,2.0,1.0,8,8,13,5,1,1893
2.0,103,2.0,0.0,6,3,11,7,2,1894
0.0,93,,0.0,10,4,5,6,0,1895
1.0,118,,1.0,2,10,4,6,1,1896
2.0,199,1.0,2.0,6,6,10,5,3,1897
2.0,147,,2.0,2,6,10,5,2,1898
0.0,97,,0.0,11,4,3,6,0,1899
1.0,42,,1.0,3,10,3,2,1,1900
3.0,132,3.0,0.0,6,3,3,10,1,1901
0.0,129,,0.0,12,7,6,4,1,1902
3.0,148,0.0,3.0,6,3,4,10,3,1903
2.0,131,,2.0,5,2,10,2,2,1904
3.0,160,,3.0,4,5,4,10,3,1905
1.0,102,1.0,1.0,6,10,4,4,1,1906
3.0,112,3.0,3.0,3,5,3,11,3,1907
1.0,90,,1.0,3,12,2,4,1,1908
3.0,136,3.0,0.0,7,4,2,10,0,1909
2.0,79,,2.0,2,3,10,4,2,1910
2.0,119,,1.0,4,4,10,3,0,1911
3.0,172,,3.0,2,8,6,10,3,1912
3.0,64,,3.0,3,4,2,10,1,1913
,200,3.0,1.0,4,6,7,5,2,1914
0.0,137,2.0,0.0,10,2,4,4,3,1915
2.0,103,,2.0,4,2,11,5,3,1916
1.0,114,,1.0,4,10,6,3,1,1917
3.0,84,3.0,3.0,2,4,2,10,1,1918
2.0,115,,1.0,3,4,10,3,2,1919
,200,0.0,3.0,8,4,6,6,0,1920
1.0,102,1.0,1.0,6,10,3,3,3,1921
0.0,97,2.0,0.0,10,3,7,2,2,1922
3.0,84,,3.0,4,2,4,10,3,1923
2.0,103,,3.0,5,2,10,5,2,1924
0.0,73,,0.0,11,3,2,3,0,1925
1.0,146,1.0,2.0,5,10,7,2,2,1926
2.0,115,2.0,1.0,4,5,10,4,2,1927
1.0,154,,1.0,5,10,5,6,0,1928
1.0,78,1.0,1.0,2,10,6,6,3,1929
0.0,137,1.0,0.0,10,5,3,2,0,1930
1.0,170,1.0,1.0,2,10,6,4,3,1931
0.0,73,,3.0,10,3,3,6,3,1932
3.0,92,,3.0,3,3,3,10,3,1933
1.0,186,,0.0,7,10,7,4,1,1934
0.0,89,,0.0,10,3,3,3,0,1935
1.0,178,,1.0,4,10,4,3,2,1936
1.0,94,,1.0,3,10,5,4,1,1937
1.0,142,,1.0,5,10,5,7,1,1938
2.0,147,3.0,2.0,4,4,10,9,2,1939
2.0,171,,2.0,3,5,10,3,2,1940
3.0,112,3.0,0.0,6,2,3,10,0,1941
1.0,126,,1.0,3,10,3,4,2,1942
0.0,173,1.0,3.0,10,7,2,7,3,1943
2.0,111,,2.0,4,5,10,2,2,1944
0.0,149,,2.0,10,5,5,8,0,1945
3.0,136,,0.0,6,3,6,10,3,1946
2.0,103,2.0,3.0,2,3,12,6,2,1947
0.0,189,0.0,0.0,10,5,6,2,3,1948
,200,0.0,3.0,9,3,8,5,0,1949
3.0,108,,3.0,3,4,2,10,3,1950
1.0,82,,1.0,3,10,2,2,1,1951
2.0,135,,2.0,5,5,10,7,1,1952
0.0,137,2.0,1.0,10,7,7,5,3,1953
1.0,178,2.0,1.0,2,10,6,2,0,1954
0.0,121,,0.0,10,4,3,3,1,1955
2.0,163,2.0,3.0,4,5,10,7,2,1956
1.0,110,,1.0,4,10,5,5,1,1957
1.0,62,3.0,1.0,3,10,3,5,0,1958
3.0,164,,1.0,9,7,6,11,3,1959
0.0,129,,3.0,10,4,2,4,0,1960
2.0,107,,1.0,4,7,10,4,3,1961
1.0,82,1.0,1.0,3,10,2,3,0,1962
2.0,127,,2.0,6,6,10,3,1,1963
2.0,143,3.0,0.0,7,7,10,9,0,1964
0.0,181,,2.0,10,4,9,5,1,1965
1.0,154,1.0,1.0,4,10,4,7,3,1966
0.0,97,,0.0,10,4,4,4,0,1967
0.0,149,,0.0,10,5,5,5,0,1968
3.0,128,,3.0,7,2,2,10,0,1969
2.0,103,3.0,2.0,3,4,10,7,3,1970
1.0,74,,1.0,2,10,3,5,1,1971
2.0,91,,2.0,2,6,10,3,1,1972
2.0,127,2.0,3.0,4,5,10,8,3,1973
2.0,99,2.0,2.0,6,2,10,4,0,1974
0.0,93,,0.0,11,2,4,6,3,1975
3.0,100,,3.0,5,4,2,10,3,1976
1.0,130,1.0,2.0,4,11,5,5,1,1977
1.0,118,,1.0,4,10,2,4,1,1978
1.0,86,1.0,1.0,4,11,4,4,2,1979
3.0,84,,3.0,3,2,3,10,3,1980
1.0,138,1.0,3.0,8,10,5,6,0,1981
3.0,156,3.0,0.0,6,9,2,11,0,1982
0.0,81,0.0,0.0,11,2,2,5,3,1983
3.0,116,2.0,3.0,2,4,4,10,3,1984
3.0,68,,3.0,4,2,2,10,3,1985
,200,,0.0,7,5,4,9,1,1986
2.0,99,2.0,2.0,2,3,10,4,3,1987
1.0,134,,2.0,5,10,6,6,3,1988
1.0,134,,1.0,3,10,4,6,1,1989
,200,,2.0,4,3,6,5,2,1990
0.0,61,,0.0,10,2,2,2,2,1991
3.0,112,3.0,1.0,2,6,2,10,3,1992
2.0,99,2.0,2.0,4,3,10,2,3,1993
3.0,124,3.0,1.0,2,6,4,10,3,1994
3.0,160,3.0,3.0,3,5,4,11,1,1995
1.0,126,,1.0,4,10,6,3,1,1996
1.0,98,,1.0,3,10,5,6,1,1997
1.0,78,,1.0,2,10,4,2,3,1998
2.0,159,0.0,1.0,9,7,10,4,2,1999
